NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;PIT_TIME;CLASS;GROUP;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed
3;1;5;2:31.556;0;;33.428;0;57.977;0;1:00.151;0;130.0;12:51.062;12:27:29.323;0:33.428;0:57.977;1:00.151;205.3;;Am;Legends ;Toyota Gazoo Racing;GF;33.428;57.977;60.151;20.822;20.822;12.606;33.428;22.598;56.026;35.379;1:31.405;29.044;2:00.449;31.107;2:31.556
3;1;6;2:30.691;2;;32.902;0;57.705;0;1:00.084;0;130.7;15:21.753;12:30:00.014;0:32.902;0:57.705;1:00.084;205.3;;Am;Legends ;Toyota Gazoo Racing;GF;32.902;57.705;60.084;20.547;20.547;12.355;32.902;22.329;55.231;35.376;1:30.607;29.066;1:59.673;31.018;2:30.691
3;1;7;2:34.081;0;;33.038;0;58.049;0;1:02.994;0;127.8;17:55.834;12:32:34.095;0:33.038;0:58.049;1:02.994;203.8;;Am;Legends ;Toyota Gazoo Racing;FCY;33.038;58.049;62.994;20.527;20.527;12.511;33.038;22.639;55.677;35.410;1:31.087;30.474;2:01.561;32.52;2:34.081
3;1;8;3:22.817;0;;36.149;0;1:33.155;0;1:13.513;0;97.1;21:18.651;12:35:56.912;0:36.149;1:33.155;1:13.513;77.6;;Am;Legends ;Toyota Gazoo Racing;FCY;36.149;93.155;73.513;22.797;22.797;13.352;36.149;32.390;1:08.539;1:00.765;2:09.304;36.462;2:45.766;37.051;3:22.817
3;1;9;3:18.591;0;;48.903;0;1:17.449;0;1:12.239;0;99.2;24:37.242;12:39:15.503;0:48.903;1:17.449;1:12.239;141.7;;Am;Legends ;Toyota Gazoo Racing;GF;48.903;77.449;72.239;32.155;32.155;16.748;48.903;24.796;1:13.699;52.653;2:06.352;31.445;2:37.797;40.794;3:18.591
3;1;10;2:31.614;0;;33.067;0;57.583;2;1:00.964;0;129.9;27:08.856;12:41:47.117;0:33.067;0:57.583;1:00.964;206.9;;Am;Legends ;Toyota Gazoo Racing;GF;33.067;57.583;60.964;20.597;20.597;12.47;33.067;22.446;55.513;35.137;1:30.650;29.42;2:00.070;31.544;2:31.614
3;1;11;2:34.416;0;;33.393;0;59.196;0;1:01.827;0;127.6;29:43.272;12:44:21.533;0:33.393;0:59.196;1:01.827;202.2;;Am;Legends ;Toyota Gazoo Racing;GF;33.393;59.196;61.827;20.553;20.553;12.84;33.393;23.644;57.037;35.552;1:32.589;30.558;2:03.147;31.269;2:34.416
3;1;12;2:33.712;0;;32.87;2;57.925;0;1:02.917;0;128.2;32:16.984;12:46:55.245;0:32.870;0:57.925;1:02.917;206.1;;Am;Legends ;Toyota Gazoo Racing;FCY;32.87;57.925;62.917;20.365;20.365;12.505;32.87;22.797;55.667;35.128;1:30.795;30.458;2:01.253;32.459;2:33.712
3;1;13;3:27.634;0;;38.861;0;1:31.642;0;1:17.131;0;94.9;35:44.618;12:50:22.879;0:38.861;1:31.642;1:17.131;101.9;;Am;Legends ;Toyota Gazoo Racing;FCY;38.861;91.642;77.131;25.403;25.403;13.458;38.861;31.428;1:10.289;1:00.214;2:10.503;38.024;2:48.527;39.107;3:27.634
3;1;14;3:36.441;0;;49.984;0;1:28.914;0;1:17.543;0;91.0;39:21.059;12:53:59.320;0:49.984;1:28.914;1:17.543;141.4;;Am;Legends ;Toyota Gazoo Racing;GF;49.984;88.914;77.543;34.855;34.855;15.129;49.984;27.721;1:17.705;1:01.193;2:18.898;33.593;2:52.491;43.95;3:36.441
3;1;15;2:31.053;0;;32.967;0;58.148;0;59.938;2;130.4;41:52.112;12:56:30.373;0:32.967;0:58.148;0:59.938;207.7;;Am;Legends ;Toyota Gazoo Racing;GF;32.967;58.148;59.938;20.525;20.525;12.442;32.967;22.495;55.462;35.653;1:31.115;29.084;2:00.199;30.854;2:31.053
3;1;16;2:32.022;0;;32.921;0;57.751;0;1:01.350;0;129.6;44:24.134;12:59:02.395;0:32.921;0:57.751;1:01.350;210.1;;Am;Legends ;Toyota Gazoo Racing;GF;32.921;57.751;61.35;20.351;20.351;12.57;32.921;22.738;55.659;35.013;1:30.672;29.772;2:00.444;31.578;2:32.022
31;1;1;2:41.047;0;;42.218;0;58.457;0;1:00.372;0;122.3;2:41.047;12:17:19.308;0:42.218;0:58.457;1:00.372;196.4;;Am;;Toyota Gazoo Racing;GF;42.218;58.457;60.372;;;;42.218;23.074;1:05.292;35.383;1:40.675;29.311;2:09.986;31.061;2:41.047
31;1;2;2:30.336;0;;33.289;0;57.656;0;59.391;0;131.0;5:11.383;12:19:49.644;0:33.289;0:57.656;0:59.391;203.0;;Am;;Toyota Gazoo Racing;GF;33.289;57.656;59.391;20.783;20.783;12.506;33.289;22.288;55.577;35.368;1:30.945;28.638;1:59.583;30.753;2:30.336
31;1;3;2:31.080;0;;32.713;0;57.962;0;1:00.405;0;130.4;7:42.463;12:22:20.724;0:32.713;0:57.962;1:00.405;202.2;;Am;;Toyota Gazoo Racing;GF;32.713;57.962;60.405;20.3;20.3;12.413;32.713;22.364;55.077;35.598;1:30.675;29.333;2:00.008;31.072;2:31.080
31;1;4;2:30.087;0;;33.092;0;57.699;0;59.296;0;131.2;10:12.550;12:24:50.811;0:33.092;0:57.699;0:59.296;205.3;;Am;;Toyota Gazoo Racing;GF;33.092;57.699;59.296;20.719;20.719;12.373;33.092;22.328;55.420;35.371;1:30.791;28.547;1:59.338;30.749;2:30.087
31;1;5;2:29.487;0;;32.58;2;57.665;0;59.242;0;131.8;12:42.037;12:27:20.298;0:32.580;0:57.665;0:59.242;203.8;;Am;;Toyota Gazoo Racing;GF;32.58;57.665;59.242;20.188;20.188;12.392;32.58;22.511;55.091;35.154;1:30.245;28.583;1:58.828;30.659;2:29.487
31;1;6;2:29.354;2;;32.605;0;57.513;2;59.236;2;131.9;15:11.391;12:29:49.652;0:32.605;0:57.513;0:59.236;202.2;;Am;;Toyota Gazoo Racing;GF;32.605;57.513;59.236;20.235;20.235;12.37;32.605;22.246;54.851;35.267;1:30.118;28.446;1:58.564;30.79;2:29.354
31;1;7;2:33.688;0;;32.589;0;57.949;0;1:03.150;0;128.2;17:45.079;12:32:23.340;0:32.589;0:57.949;1:03.150;202.2;;Am;;Toyota Gazoo Racing;FCY;32.589;57.949;63.15;20.306;20.306;12.283;32.589;22.438;55.027;35.511;1:30.538;28.741;1:59.279;34.409;2:33.688
31;1;8;3:28.334;0;;40.754;0;1:31.065;0;1:16.515;0;94.6;21:13.413;12:35:51.674;0:40.754;1:31.065;1:16.515;87.4;;Am;;Toyota Gazoo Racing;FCY;40.754;91.065;76.515;24.796;24.796;15.958;40.754;31.446;1:12.200;59.619;2:11.819;37.674;2:49.493;38.841;3:28.334
31;1;9;3:20.297;0;;46.591;0;1:18.318;0;1:15.388;0;98.3;24:33.710;12:39:11.971;0:46.591;1:18.318;1:15.388;100.9;;Am;;Toyota Gazoo Racing;GF;46.591;78.318;75.388;30.176;30.176;16.415;46.591;26.638;1:13.229;51.680;2:04.909;32.176;2:37.085;43.212;3:20.297
31;1;10;2:32.734;0;;33.083;0;58.753;0;1:00.898;0;129.0;27:06.444;12:41:44.705;0:33.083;0:58.753;1:00.898;200.7;;Am;;Toyota Gazoo Racing;GF;33.083;58.753;60.898;20.585;20.585;12.498;33.083;22.922;56.005;35.831;1:31.836;29.542;2:01.378;31.356;2:32.734
31;1;11;2:33.387;0;;33.26;0;58.777;0;1:01.350;0;128.4;29:39.831;12:44:18.092;0:33.260;0:58.777;1:01.350;202.2;;Am;;Toyota Gazoo Racing;GF;33.26;58.777;61.35;20.895;20.895;12.365;33.26;22.957;56.217;35.820;1:32.037;30.197;2:02.234;31.153;2:33.387
31;1;12;2:31.696;0;;33.107;0;57.587;0;1:01.002;0;129.9;32:11.527;12:46:49.788;0:33.107;0:57.587;1:01.002;206.1;;Am;;Toyota Gazoo Racing;FCY;33.107;57.587;61.002;20.819;20.819;12.288;33.107;22.382;55.489;35.205;1:30.694;29.043;1:59.737;31.959;2:31.696
31;1;13;3:29.080;0;;40.368;0;1:30.497;0;1:18.215;0;94.2;35:40.607;12:50:18.868;0:40.368;1:30.497;1:18.215;98.7;;Am;;Toyota Gazoo Racing;FCY;40.368;90.497;78.215;26.113;26.113;14.255;40.368;31.225;1:11.593;59.272;2:10.865;38.716;2:49.581;39.499;3:29.080
31;1;14;3:37.188;0;;47.859;0;1:27.496;0;1:21.833;0;90.7;39:17.795;12:53:56.056;0:47.859;1:27.496;1:21.833;126.8;;Am;;Toyota Gazoo Racing;GF;47.859;87.496;81.833;32.297;32.297;15.562;47.859;29.789;1:17.648;57.707;2:15.355;37.191;2:52.546;44.642;3:37.188
31;1;15;2:32.505;0;;33.138;0;57.784;0;1:01.583;0;129.2;41:50.300;12:56:28.561;0:33.138;0:57.784;1:01.583;208.5;;Am;;Toyota Gazoo Racing;GF;33.138;57.784;61.583;20.699;20.699;12.439;33.138;22.544;55.682;35.240;1:30.922;29.942;2:00.864;31.641;2:32.505
31;1;16;2:32.769;0;;32.662;0;58.339;0;1:01.768;0;128.9;44:23.069;12:59:01.330;0:32.662;0:58.339;1:01.768;206.1;;Am;;Toyota Gazoo Racing;GF;32.662;58.339;61.768;20.274;20.274;12.388;32.662;23.069;55.731;35.270;1:31.001;30.152;2:01.153;31.616;2:32.769
31;1;17;2:33.911;0;;33.306;0;1:01.144;0;59.461;0;128.0;46:56.980;13:01:35.241;0:33.306;1:01.144;0:59.461;201.5;;Am;;Toyota Gazoo Racing;FF;33.306;61.144;59.461;20.725;20.725;12.581;33.306;25.110;58.416;36.034;1:34.450;28.513;2:02.963;30.948;2:33.911
41;1;1;2:41.330;0;;41.642;0;58.979;0;1:00.709;0;122.1;2:41.330;12:17:19.591;0:41.642;0:58.979;1:00.709;202.2;;Am;;Toyota Gazoo Racing;GF;41.642;58.979;60.709;;;;41.642;22.883;1:04.525;36.096;1:40.621;29.275;2:09.896;31.434;2:41.330
41;1;2;2:30.497;0;;33.402;0;57.855;0;59.240;0;130.9;5:11.827;12:19:50.088;0:33.402;0:57.855;0:59.240;205.3;;Am;;Toyota Gazoo Racing;GF;33.402;57.855;59.24;20.909;20.909;12.493;33.402;22.618;56.020;35.237;1:31.257;28.505;1:59.762;30.735;2:30.497
41;1;3;2:30.488;0;;32.506;0;57.802;0;1:00.180;0;130.9;7:42.315;12:22:20.576;0:32.506;0:57.802;1:00.180;204.5;;Am;;Toyota Gazoo Racing;GF;32.506;57.802;60.18;20.184;20.184;12.322;32.506;22.714;55.220;35.088;1:30.308;29.034;1:59.342;31.146;2:30.488
41;1;4;2:29.803;0;;32.959;0;57.569;0;59.275;0;131.5;10:12.118;12:24:50.379;0:32.959;0:57.569;0:59.275;202.2;;Am;;Toyota Gazoo Racing;GF;32.959;57.569;59.275;20.677;20.677;12.282;32.959;22.350;55.309;35.219;1:30.528;28.523;1:59.051;30.752;2:29.803
41;1;5;2:28.956;2;;32.415;0;57.642;0;58.899;2;132.2;12:41.074;12:27:19.335;0:32.415;0:57.642;0:58.899;201.5;;Am;;Toyota Gazoo Racing;GF;32.415;57.642;58.899;20.185;20.185;12.23;32.415;22.335;54.750;35.307;1:30.057;28.322;1:58.379;30.577;2:28.956
41;1;6;2:29.013;0;;32.496;0;57.254;2;59.263;0;132.2;15:10.087;12:29:48.348;0:32.496;0:57.254;0:59.263;203.0;;Am;;Toyota Gazoo Racing;GF;32.496;57.254;59.263;20.305;20.305;12.191;32.496;22.246;54.742;35.008;1:29.750;28.586;1:58.336;30.677;2:29.013
41;1;7;2:34.568;0;;32.358;2;57.683;0;1:04.527;0;127.4;17:44.655;12:32:22.916;0:32.358;0:57.683;1:04.527;203.8;;Am;;Toyota Gazoo Racing;FCY;32.358;57.683;64.527;20.191;20.191;12.167;32.358;22.366;54.724;35.317;1:30.041;29.443;1:59.484;35.084;2:34.568
41;1;8;3:28.476;0;;40.796;0;1:30.718;0;1:16.962;0;94.5;21:13.131;12:35:51.392;0:40.796;1:30.718;1:16.962;84.6;;Am;;Toyota Gazoo Racing;FCY;40.796;90.718;76.962;24.781;24.781;16.015;40.796;31.372;1:12.168;59.346;2:11.514;37.886;2:49.400;39.076;3:28.476
41;1;9;3:20.441;0;;46.257;0;1:18.260;0;1:15.924;0;98.3;24:33.572;12:39:11.833;0:46.257;1:18.260;1:15.924;106.1;;Am;;Toyota Gazoo Racing;GF;46.257;78.26;75.924;29.742;29.742;16.515;46.257;26.910;1:13.167;51.350;2:04.517;32.409;2:36.926;43.515;3:20.441
41;1;10;2:33.109;0;;32.943;0;59.084;0;1:01.082;0;128.7;27:06.681;12:41:44.942;0:32.943;0:59.084;1:01.082;206.9;;Am;;Toyota Gazoo Racing;GF;32.943;59.084;61.082;20.524;20.524;12.419;32.943;23.388;56.331;35.696;1:32.027;29.66;2:01.687;31.422;2:33.109
41;1;11;2:32.521;0;;32.714;0;59.170;0;1:00.637;0;129.2;29:39.202;12:44:17.463;0:32.714;0:59.170;1:00.637;201.5;;Am;;Toyota Gazoo Racing;GF;32.714;59.17;60.637;20.396;20.396;12.318;32.714;23.057;55.771;36.113;1:31.884;29.542;2:01.426;31.095;2:32.521
41;1;12;2:31.262;0;;32.746;0;57.601;0;1:00.915;0;130.2;32:10.464;12:46:48.725;0:32.746;0:57.601;1:00.915;203.0;;Am;;Toyota Gazoo Racing;FCY;32.746;57.601;60.915;20.379;20.379;12.367;32.746;22.419;55.165;35.182;1:30.347;29.136;1:59.483;31.779;2:31.262
41;1;13;3:29.395;0;;40.662;0;1:29.956;0;1:18.777;0;94.1;35:39.859;12:50:18.120;0:40.662;1:29.956;1:18.777;93.6;;Am;;Toyota Gazoo Racing;FCY;40.662;89.956;78.777;26.208;26.208;14.454;40.662;31.116;1:11.778;58.840;2:10.618;39.164;2:49.782;39.613;3:29.395
41;1;14;3:37.283;0;;47.833;0;1:26.994;0;1:22.456;0;90.7;39:17.142;12:53:55.403;0:47.833;1:26.994;1:22.456;116.1;;Am;;Toyota Gazoo Racing;GF;47.833;86.994;82.456;31.866;31.866;15.967;47.833;29.650;1:17.483;57.344;2:14.827;37.712;2:52.539;44.744;3:37.283
41;1;15;2:30.817;0;;32.904;0;57.603;0;1:00.310;0;130.6;41:47.959;12:56:26.220;0:32.904;0:57.603;1:00.310;210.1;;Am;;Toyota Gazoo Racing;GF;32.904;57.603;60.31;20.239;20.239;12.665;32.904;22.698;55.602;34.905;1:30.507;29.339;1:59.846;30.971;2:30.817
41;1;16;2:30.318;0;;33.102;0;57.849;0;59.367;0;131.0;44:18.277;12:58:56.538;0:33.102;0:57.849;0:59.367;203.8;;Am;;Toyota Gazoo Racing;GF;33.102;57.849;59.367;20.475;20.475;12.627;33.102;22.626;55.728;35.223;1:30.951;28.518;1:59.469;30.849;2:30.318
41;1;17;2:30.124;0;;32.926;0;57.323;0;59.875;0;131.2;46:48.401;13:01:26.662;0:32.926;0:57.323;0:59.875;205.3;;Am;;Toyota Gazoo Racing;FF;32.926;57.323;59.875;20.601;20.601;12.325;32.926;22.354;55.280;34.969;1:30.249;28.934;1:59.183;30.941;2:30.124
46;1;1;2:35.737;0;;39.797;0;56.885;0;59.055;0;126.5;2:35.737;12:17:13.998;0:39.797;0:56.885;0:59.055;203.0;;Am;;Toyota Gazoo Racing;GF;39.797;56.885;59.055;;;;39.797;21.739;1:01.536;35.146;1:36.682;28.431;2:05.113;30.624;2:35.737
46;1;2;2:28.536;0;;32.5;0;56.833;2;59.203;0;132.6;5:04.273;12:19:42.534;0:32.500;0:56.833;0:59.203;203.0;;Am;;Toyota Gazoo Racing;GF;32.5;56.833;59.203;20.203;20.203;12.297;32.5;21.797;54.297;35.036;1:29.333;28.429;1:57.762;30.774;2:28.536
46;1;3;2:28.492;0;;32.528;0;57.000;0;58.964;0;132.7;7:32.765;12:22:11.026;0:32.528;0:57.000;0:58.964;203.8;;Am;;Toyota Gazoo Racing;GF;32.528;57.0;58.964;20.273;20.273;12.255;32.528;21.846;54.374;35.154;1:29.528;28.456;1:57.984;30.508;2:28.492
46;1;4;2:28.388;0;;32.432;0;57.228;0;58.728;3;132.7;10:01.153;12:24:39.414;0:32.432;0:57.228;0:58.728;202.2;;Am;;Toyota Gazoo Racing;GF;32.432;57.228;58.728;20.206;20.206;12.226;32.432;21.965;54.397;35.263;1:29.660;28.212;1:57.872;30.516;2:28.388
46;1;5;2:28.756;0;;32.546;0;57.331;0;58.879;0;132.4;12:29.909;12:27:08.170;0:32.546;0:57.331;0:58.879;201.5;;Am;;Toyota Gazoo Racing;GF;32.546;57.331;58.879;20.226;20.226;12.32;32.546;22.127;54.673;35.204;1:29.877;28.358;1:58.235;30.521;2:28.756
46;1;6;2:28.317;2;;32.416;2;56.954;0;58.947;0;132.8;14:58.226;12:29:36.487;0:32.416;0:56.954;0:58.947;202.2;;Am;;Toyota Gazoo Racing;GF;32.416;56.954;58.947;20.161;20.161;12.255;32.416;21.883;54.299;35.071;1:29.370;28.297;1:57.667;30.65;2:28.317
46;1;7;2:33.440;0;;32.432;0;56.914;0;1:04.094;0;128.4;17:31.666;12:32:09.927;0:32.432;0:56.914;1:04.094;202.2;;Am;;Toyota Gazoo Racing;FCY;32.432;56.914;64.094;20.189;20.189;12.243;32.432;21.798;54.230;35.116;1:29.346;28.317;1:57.663;35.777;2:33.440
46;1;8;3:32.911;0;;46.101;0;1:28.882;0;1:17.928;0;92.5;21:04.577;12:35:42.838;0:46.101;1:28.882;1:17.928;96.4;;Am;;Toyota Gazoo Racing;FCY;46.101;88.882;77.928;28.121;28.121;17.98;46.101;32.201;1:18.302;56.681;2:14.983;36.496;2:51.479;41.432;3:32.911
46;1;9;3:25.621;0;;47.282;0;1:17.668;0;1:20.671;0;95.8;24:30.198;12:39:08.459;0:47.282;1:17.668;1:20.671;105.9;;Am;;Toyota Gazoo Racing;FCY;47.282;77.668;80.671;30.62;30.62;16.662;47.282;27.296;1:14.578;50.372;2:04.950;34.362;2:39.312;46.309;3:25.621
46;1;10;2:29.307;0;;32.717;0;57.047;0;59.543;0;131.9;26:59.505;12:41:37.766;0:32.717;0:57.047;0:59.543;199.3;;Am;;Toyota Gazoo Racing;GF;32.717;57.047;59.543;20.421;20.421;12.296;32.717;21.899;54.616;35.148;1:29.764;28.807;1:58.571;30.736;2:29.307
46;1;11;2:28.660;0;;32.473;0;57.068;0;59.119;0;132.5;29:28.165;12:44:06.426;0:32.473;0:57.068;0:59.119;204.5;;Am;;Toyota Gazoo Racing;GF;32.473;57.068;59.119;20.249;20.249;12.224;32.473;21.929;54.402;35.139;1:29.541;28.463;1:58.004;30.656;2:28.660
46;1;12;2:32.924;0;;32.59;0;57.158;0;1:03.176;0;128.8;32:01.089;12:46:39.350;0:32.590;0:57.158;1:03.176;203.8;;Am;;Toyota Gazoo Racing;FCY;32.59;57.158;63.176;20.317;20.317;12.273;32.59;22.071;54.661;35.087;1:29.748;28.319;1:58.067;34.857;2:32.924
46;1;13;3:32.070;0;;43.866;0;1:28.540;0;1:19.664;0;92.9;35:33.159;12:50:11.420;0:43.866;1:28.540;1:19.664;95.2;;Am;;Toyota Gazoo Racing;FCY;43.866;88.54;79.664;25.769;25.769;18.097;43.866;30.888;1:14.754;57.652;2:12.406;38.611;2:51.017;41.053;3:32.070
46;1;14;3:40.578;0;;48.028;0;1:26.927;0;1:25.623;0;89.3;39:13.737;12:53:51.998;0:48.028;1:26.927;1:25.623;84.2;;Am;;Toyota Gazoo Racing;GF;48.028;86.927;85.623;30.305;30.305;17.723;48.028;29.584;1:17.612;57.343;2:14.955;38.793;2:53.748;46.83;3:40.578
46;1;15;2:34.622;0;;32.98;0;1:01.114;0;1:00.528;0;127.4;41:48.359;12:56:26.620;0:32.980;1:01.114;1:00.528;201.5;;Am;;Toyota Gazoo Racing;GF;32.98;61.114;60.528;20.524;20.524;12.456;32.98;22.097;55.077;39.017;1:34.094;29.711;2:03.805;30.817;2:34.622
46;1;16;2:30.155;0;;32.928;0;58.167;0;59.060;0;131.2;44:18.514;12:58:56.775;0:32.928;0:58.167;0:59.060;203.8;;Am;;Toyota Gazoo Racing;GF;32.928;58.167;59.06;20.253;20.253;12.675;32.928;23.056;55.984;35.111;1:31.095;28.374;1:59.469;30.686;2:30.155
46;1;17;2:28.809;0;;32.476;0;57.284;0;59.049;0;132.4;46:47.323;13:01:25.584;0:32.476;0:57.284;0:59.049;200.7;;Am;;Toyota Gazoo Racing;FF;32.476;57.284;59.049;20.232;20.232;12.244;32.476;22.159;54.635;35.125;1:29.760;28.454;1:58.214;30.595;2:28.809
47;1;1;2:39.308;0;;41.039;0;58.148;0;1:00.121;0;123.6;2:39.308;12:17:17.569;0:41.039;0:58.148;1:00.121;200.7;;Am;;Toyota Gazoo Racing;GF;41.039;58.148;60.121;;;;41.039;22.459;1:03.498;35.689;1:39.187;29.379;2:08.566;30.742;2:39.308
47;1;2;2:29.407;0;;32.563;0;57.224;0;59.620;0;131.8;5:08.715;12:19:46.976;0:32.563;0:57.224;0:59.620;205.3;;Am;;Toyota Gazoo Racing;GF;32.563;57.224;59.62;20.228;20.228;12.335;32.563;22.040;54.603;35.184;1:29.787;28.751;1:58.538;30.869;2:29.407
47;1;3;2:29.421;0;;32.394;2;57.295;0;59.732;0;131.8;7:38.136;12:22:16.397;0:32.394;0:57.295;0:59.732;205.3;;Am;;Toyota Gazoo Racing;GF;32.394;57.295;59.732;20.05;20.05;12.344;32.394;22.165;54.559;35.130;1:29.689;28.807;1:58.496;30.925;2:29.421
47;1;4;2:30.029;0;;32.633;0;57.500;0;59.896;0;131.3;10:08.165;12:24:46.426;0:32.633;0:57.500;0:59.896;207.7;;Am;;Toyota Gazoo Racing;GF;32.633;57.5;59.896;20.244;20.244;12.389;32.633;22.276;54.909;35.224;1:30.133;29.071;1:59.204;30.825;2:30.029
47;1;5;2:29.273;2;;32.482;0;57.198;2;59.593;0;132.0;12:37.438;12:27:15.699;0:32.482;0:57.198;0:59.593;206.9;;Am;;Toyota Gazoo Racing;GF;32.482;57.198;59.593;20.128;20.128;12.354;32.482;22.198;54.680;35.000;1:29.680;28.742;1:58.422;30.851;2:29.273
47;1;6;2:29.657;0;;32.493;0;57.544;0;59.620;0;131.6;15:07.095;12:29:45.356;0:32.493;0:57.544;0:59.620;206.1;;Am;;Toyota Gazoo Racing;GF;32.493;57.544;59.62;20.108;20.108;12.385;32.493;22.395;54.888;35.149;1:30.037;28.574;1:58.611;31.046;2:29.657
47;1;7;2:36.699;0;;33.144;0;57.635;0;1:05.920;0;125.7;17:43.794;12:32:22.055;0:33.144;0:57.635;1:05.920;208.5;;Am;;Toyota Gazoo Racing;FCY;33.144;57.635;65.92;20.39;20.39;12.754;33.144;22.485;55.629;35.150;1:30.779;30.001;2:00.780;35.919;2:36.699
47;1;8;3:28.321;0;;40.702;0;1:30.445;0;1:17.174;0;94.6;21:12.115;12:35:50.376;0:40.702;1:30.445;1:17.174;83.6;;Am;;Toyota Gazoo Racing;FCY;40.702;90.445;77.174;24.682;24.682;16.02;40.702;31.265;1:11.967;59.180;2:11.147;37.836;2:48.983;39.338;3:28.321
47;1;9;3:20.697;0;;46.001;0;1:18.275;0;1:16.421;0;98.1;24:32.812;12:39:11.073;0:46.001;1:18.275;1:16.421;111.3;;Am;;Toyota Gazoo Racing;GF;46.001;78.275;76.421;29.749;29.749;16.252;46.001;27.259;1:13.260;51.016;2:04.276;32.59;2:36.866;43.831;3:20.697
47;1;10;2:31.451;0;;32.868;0;57.988;0;1:00.595;0;130.1;27:04.263;12:41:42.524;0:32.868;0:57.988;1:00.595;206.9;;Am;;Toyota Gazoo Racing;GF;32.868;57.988;60.595;20.069;20.069;12.799;32.868;22.805;55.673;35.183;1:30.856;29.67;2:00.526;30.925;2:31.451
47;1;11;2:29.528;0;;32.478;0;57.592;0;59.458;2;131.7;29:33.791;12:44:12.052;0:32.478;0:57.592;0:59.458;203.8;;Am;;Toyota Gazoo Racing;GF;32.478;57.592;59.458;20.109;20.109;12.369;32.478;22.377;54.855;35.215;1:30.070;28.598;1:58.668;30.86;2:29.528
47;1;12;2:34.313;0;;32.686;0;58.038;0;1:03.589;0;127.7;32:08.104;12:46:46.365;0:32.686;0:58.038;1:03.589;204.5;;Am;;Toyota Gazoo Racing;FCY;32.686;58.038;63.589;20.106;20.106;12.58;32.686;22.480;55.166;35.558;1:30.724;29.676;2:00.400;33.913;2:34.313
47;1;13;3:30.154;0;;41.928;0;1:29.131;0;1:19.095;0;93.7;35:38.258;12:50:16.519;0:41.928;1:29.131;1:19.095;95.4;;Am;;Toyota Gazoo Racing;FCY;41.928;89.131;79.095;26.644;26.644;15.284;41.928;30.472;1:12.400;58.659;2:11.059;39.571;2:50.630;39.524;3:30.154
47;1;14;3:37.868;0;;47.68;0;1:26.947;0;1:23.241;0;90.4;39:16.126;12:53:54.387;0:47.680;1:26.947;1:23.241;107.8;;Am;;Toyota Gazoo Racing;GF;47.68;86.947;83.241;31.256;31.256;16.424;47.68;29.869;1:17.549;57.078;2:14.627;37.789;2:52.416;45.452;3:37.868
47;1;15;2:32.601;0;;33.429;0;57.719;0;1:01.453;0;129.1;41:48.727;12:56:26.988;0:33.429;0:57.719;1:01.453;205.3;;Am;;Toyota Gazoo Racing;GF;33.429;57.719;61.453;20.656;20.656;12.773;33.429;22.382;55.811;35.337;1:31.148;30.315;2:01.463;31.138;2:32.601
47;1;16;2:31.444;0;;32.699;0;58.881;0;59.864;0;130.1;44:20.171;12:58:58.432;0:32.699;0:58.881;0:59.864;205.3;;Am;;Toyota Gazoo Racing;GF;32.699;58.881;59.864;20.178;20.178;12.521;32.699;23.291;55.990;35.590;1:31.580;28.974;2:00.554;30.89;2:31.444
47;1;17;2:30.935;0;;33.095;0;58.127;0;59.713;0;130.5;46:51.106;13:01:29.367;0:33.095;0:58.127;0:59.713;201.5;;Am;;Toyota Gazoo Racing;FF;33.095;58.127;59.713;20.741;20.741;12.354;33.095;22.621;55.716;35.506;1:31.222;28.818;2:00.040;30.895;2:30.935
5;1;1;2:41.285;0;;42.456;0;58.453;0;1:00.376;0;122.1;2:41.285;12:17:19.546;0:42.456;0:58.453;1:00.376;209.3;;Am;;Toyota Gazoo Racing;GF;42.456;58.453;60.376;;;;42.456;23.185;1:05.641;35.268;1:40.909;29.493;2:10.402;30.883;2:41.285
5;1;2;2:30.820;0;;33.789;0;57.690;0;59.341;0;130.6;5:12.105;12:19:50.366;0:33.789;0:57.690;0:59.341;209.3;;Am;;Toyota Gazoo Racing;GF;33.789;57.69;59.341;20.889;20.889;12.9;33.789;22.497;56.286;35.193;1:31.479;28.759;2:00.238;30.582;2:30.820
5;1;3;2:30.572;0;;32.534;0;57.784;0;1:00.254;0;130.8;7:42.677;12:22:20.938;0:32.534;0:57.784;1:00.254;206.9;;Am;;Toyota Gazoo Racing;GF;32.534;57.784;60.254;20.128;20.128;12.406;32.534;22.649;55.183;35.135;1:30.318;29.085;1:59.403;31.169;2:30.572
5;1;4;2:30.406;0;;33.231;0;58.115;0;59.060;2;131.0;10:13.083;12:24:51.344;0:33.231;0:58.115;0:59.060;204.5;;Am;;Toyota Gazoo Racing;GF;33.231;58.115;59.06;20.692;20.692;12.539;33.231;22.769;56.000;35.346;1:31.346;28.53;1:59.876;30.53;2:30.406
